・000006\1868_ruby_shosetsu_soron.txt(15,6): ※［＃小書き片仮名ン、237-11］
・000305\1896_ruby_kanzanrakuboku.txt(1432,2): ※［＃「※」は「白＋はち」、第3水準1-14-51、92-6］
・000305\1896_ruby_kanzanrakuboku.txt(1447,5): ※［＃「※」は「白＋はち」、第3水準1-14-51、93-4］
・000305\1896_ruby_kanzanrakuboku.txt(1582,8): ※［＃「※」は「しんにょう＋占」、第4水準2-89-83、101-14］
・000305\1896_ruby_kanzanrakuboku.txt(1688,1): ※［＃「※」は「さんずい＋氣」、第4水準2-79-6、108-4］
・000305\1896_ruby_kanzanrakuboku.txt(1762,2): ※［＃「※」は「二の字点」、第3水準1-2-22、112-9］
・000305\1896_ruby_kanzanrakuboku.txt(1772,8): ※［＃「※」は「「韓」のへん＋「礼」のつくり」、113-3］
・000305\1896_ruby_kanzanrakuboku.txt(1837,5): ※［＃「※」は「二の字点」、第3水準1-2-22、116-15］
・000305\1896_ruby_kanzanrakuboku.txt(1862,2): ※［＃「※」は「あなかんむり＋「聰」のつくり」、第3水準1-89-54、118-7］
・000305\1896_ruby_kanzanrakuboku.txt(1878,2): ※［＃「※」は「二の字点」、第3水準1-2-22、119-5］
・000305\1896_ruby_kanzanrakuboku.txt(2033,10): ※［＃「※」は「さんずい＋氣」、第4水準2-79-6、128-15］
・000305\1896_ruby_kanzanrakuboku.txt(2061,13): ※［＃「※」は「二の字点」、第3水準1-2-22、130-13］
・000305\1896_ruby_kanzanrakuboku.txt(2112,1): ※［＃「※」は「虫へん＋車」、第3水準1-91-55、133-14］
・000305\1896_ruby_kanzanrakuboku.txt(2157,13): ※［＃「※」は「木へん＋色」、第3水準1-85-64、136-3］
・000305\1896_ruby_kanzanrakuboku.txt(2186,12): ※［＃「※」は「「曼」で「又」のかわりに「方」をあてる、137-11］
・000305\1896_ruby_kanzanrakuboku.txt(2187,13): ※［＃「※」は「「曼」で「又」のかわりに「方」をあてる、137-12］
・000305\1896_ruby_kanzanrakuboku.txt(2273,7): ※［＃「※」は「二の字点」、第3水準1-2-22、142-15］
・000305\1896_ruby_kanzanrakuboku.txt(2276,2): ※［＃「※」は「白＋はち」、第3水準1-14-51、143-3］
・000305\1896_ruby_kanzanrakuboku.txt(2286,5): ※［＃「※」は「白＋はち」、第3水準1-14-51、143-11］
・000305\1896_ruby_kanzanrakuboku.txt(2309,10): ※［＃「※」は「木へん＋色」、第3水準1-85-64、145-1］
・000305\1896_ruby_kanzanrakuboku.txt(2328,1): ※［＃「※」は「奚＋隹」、第3水準1-93-66、146-4］
・000305\1896_ruby_kanzanrakuboku.txt(2350,4): ※［＃「※」は「木へん＋「弟」から一、二、三画目を取ったもの」、第3水準1-85-57、147-8］
・000305\1896_ruby_kanzanrakuboku.txt(2357,3): ※［＃「※」は「二の字点」、第3水準1-2-22、147-15］
・000305\1896_ruby_kanzanrakuboku.txt(2357,42): ※［＃「※」は「糸へん＋章」、147-15］
・000305\1896_ruby_kanzanrakuboku.txt(2358,2): ※［＃「※」は「白＋はち」、第3水準1-14-51、148-1］
・000305\1896_ruby_kanzanrakuboku.txt(2375,11): ※［＃「※」は「木へん＋色」、第3水準1-85-64、149-3］
・000305\1896_ruby_kanzanrakuboku.txt(2378,13): ※［＃「※」は「木へん＋色」、第3水準1-85-64、149-6］
・000305\1896_ruby_kanzanrakuboku.txt(2379,10): ※［＃「※」は「木へん＋色」、第3水準1-85-64、149-7］
・000305\1896_ruby_kanzanrakuboku.txt(2390,10): ※［＃「※」は「木へん＋色」、第3水準1-85-64、150-3］
・000305\1896_ruby_kanzanrakuboku.txt(2391,11): ※［＃「※」は「木へん＋色」、第3水準1-85-64、150-4］
・000305\1896_ruby_kanzanrakuboku.txt(2394,10): ※［＃「※」は「木へん＋色」、第3水準1-85-64、150-7］
・000305\1896_ruby_kanzanrakuboku.txt(2457,16): ※［＃「※」は「あなかんむり＋「聰」のつくり」、第3水準1-89-54、154-10］
・000305\1896_ruby_kanzanrakuboku.txt(2458,9): ※［＃「※」は「あなかんむり＋「聰」のつくり」、第3水準1-89-54、154-14］
・000305\1896_ruby_kanzanrakuboku.txt(2509,1): ※［＃「※」は「「韓」のへん＋「礼」のつくり」、157-14］
・000305\1896_ruby_kanzanrakuboku.txt(2544,1): ※［＃「※」は「「韓」のへん＋「礼」のつくり」、160-1］
・000305\1896_ruby_kanzanrakuboku.txt(2546,1): ※［＃「※」は「奚＋隹」、第3水準1-93-66、160-3］
・000305\1896_ruby_kanzanrakuboku.txt(2565,2): ※［＃「※」は「二の字点」、第3水準1-2-22、161-5］
・000305\1896_ruby_kanzanrakuboku.txt(2648,1): ※［＃「※」は「さんずい＋氣」、第4水準2-79-6、166-4］
・000305\1896_ruby_kanzanrakuboku.txt(2693,12): ※［＃「※」は「奚＋隹」、第3水準1-93-66、169-2］
・000305\1896_ruby_kanzanrakuboku.txt(2737,12): ※［＃「※」は「木へん＋色」、第3水準1-85-64、171-8］
・000305\1897_ruby_bokuju_itteki.txt(364,2): ※［＃「麾－毛」、42-8］
・000305\1897_ruby_bokuju_itteki.txt(364,16): ※［＃「麾」の「毛」に代えて「手」」、42-8］
・000305\1897_ruby_bokuju_itteki.txt(364,40): ※［＃「麾」の「毛」に代えて「石」」、42-8］
・000305\1897_ruby_bokuju_itteki.txt(364,64): ※［＃「麾」の「毛」に代えて「鬼」」、42-8］
・000305\1897_ruby_bokuju_itteki.txt(364,91): ※［＃「麾－毛」、42-8］
・000305\1897_ruby_bokuju_itteki.txt(364,105): ※［＃「麾」の「毛」に代えて「手」」、42-8］
・000305\1897_ruby_bokuju_itteki.txt(364,129): ※［＃「麾」の「毛」に代えて「石」」、42-8］
・000305\1897_ruby_bokuju_itteki.txt(364,153): ※［＃「麾」の「毛」に代えて「鬼」」、42-8］
・000305\1897_ruby_bokuju_itteki.txt(365,2): ※［＃「兎」の「儿」を「兔」のそれのように、42-10］
・000305\1897_ruby_bokuju_itteki.txt(365,30): ※［＃「免」の「儿」を「兔」のそれのように、42-10］
・000305\1897_ruby_bokuju_itteki.txt(365,61): ※［＃「兎」の「儿」を「兔」のそれのように、42-10］
・000305\1897_ruby_bokuju_itteki.txt(365,89): ※［＃「免」の「儿」を「兔」のそれのように、42-10］
・000305\1897_ruby_bokuju_itteki.txt(366,100): ※［＃「わかんむり／一／豕」、42-12］
・000305\1897_ruby_bokuju_itteki.txt(366,121): ※［＃「塚のつくりのわかんむりと豕の間に一」、42-12］
・000305\1897_ruby_bokuju_itteki.txt(366,153): ※［＃「わかんむり／一／豕」、42-12］
・000305\1897_ruby_bokuju_itteki.txt(366,174): ※［＃「塚のつくりのわかんむりと豕の間に一」、42-12］
・000305\1897_ruby_bokuju_itteki.txt(366,229): ※［＃「わかんむり／一／豕」、42-13］
・000305\1897_ruby_bokuju_itteki.txt(366,254): ※［＃「塚のつくりのわかんむりと豕の間に一」、42-13］
・000305\1897_ruby_bokuju_itteki.txt(367,2): ※［＃「入／王」、42-14］
・000305\1897_ruby_bokuju_itteki.txt(367,17): ※［＃「兪／心」、42-14］
・000305\1897_ruby_bokuju_itteki.txt(367,35): ※［＃「入／王」、42-14］
・000305\1897_ruby_bokuju_itteki.txt(367,50): ※［＃「兪／心」、42-14］
・000305\1897_ruby_bokuju_itteki.txt(369,3): ※［＃「示＋氏」、43-1］
・000305\1897_ruby_bokuju_itteki.txt(369,20): ※［＃「示＋氏」、43-1］
・000305\1897_ruby_bokuju_itteki.txt(369,42): ※［＃「示＋氏」、43-1］
・000305\1897_ruby_bokuju_itteki.txt(410,2): ※［＃「内」の「人」に代えて「入」、47-7］
・000305\1897_ruby_bokuju_itteki.txt(410,29): ※［＃「内」の「人」に代えて「入」、47-7］
・000305\1897_ruby_bokuju_itteki.txt(411,26): ※［＃「聖」の「王」に代えて「壬」の下の横棒が長いもの、47-8］
・000305\1897_ruby_bokuju_itteki.txt(411,59): ※［＃「門＜壬」、47-8］
・000305\1897_ruby_bokuju_itteki.txt(411,76): ※［＃「聖」の「王」に代えて「壬」の下の横棒が長いもの、47-8］
・000305\1897_ruby_bokuju_itteki.txt(411,109): ※［＃「門＜壬」、47-8］
・000305\1897_ruby_bokuju_itteki.txt(431,2): ※［＃「女＋※［＃「臣」の「コ」に代えて「口」、第4水準2-85-54］」、49-15］
・000305\1897_ruby_bokuju_itteki.txt(431,49): ※［＃「女＋※［＃「臣」の「コ」に代えて「口」、第4水準2-85-54］」、49-15］
・000305\1897_ruby_bokuju_itteki.txt(442,94): ※［＃「刀／貝」、52-4］
・000305\1897_ruby_bokuju_itteki.txt(442,150): ※［＃「聖」の「王」に代えて「壬」の下の横棒が長いもの、52-5］
・000305\1897_ruby_bokuju_itteki.txt(442,191): ※［＃「壬」の下の横棒が長いもの、52-5］
・000305\1897_ruby_bokuju_itteki.txt(442,220): ※［＃「呈」の「王」に代えて「壬」の下の横棒が長いもの、52-6］
・000305\1897_ruby_bokuju_itteki.txt(442,253): ※［＃「望」の「王」に代えて「壬」の下の横棒が長いもの、52-6］
・000305\1897_ruby_bokuju_itteki.txt(514,27): ※［＃「門＜壬」、63-11］
・000305\1897_ruby_bokuju_itteki.txt(514,111): ※［＃「入／王」、63-12］
・000305\1897_ruby_bokuju_itteki.txt(514,126): ※［＃「内」の「人」に代えて「入」、63-12］
・000305\2535_ruby_hanamakura.txt(119,406): ※［＃「女＋（「第－竹」の「コ」に代えて「ノ」）、「姉」の正字」、44-7］
・000305\43537_ruby_byosho_rokushaku.txt(221,8): ※［＃「酉＋靈」、40-5］
・000305\43618_txt_yamijiruzukai.txt(26,77): ※［＃「口＋斗」、20-6］
・000305\46490_ruby_akemino_uta.txt(192,22): ※［＃「虫＋孟」、271-12］
・000305\52299_ruby_nikkono_koyo.txt(11,6): ※［＃「髟／丐」、25-2］
・000305\52299_ruby_nikkono_koyo.txt(15,4): ※［＃「髟／丐」、25-2］
・000305\52299_ruby_nikkono_koyo.txt(81,80): ※［＃「髟／丐」、25-2］
・000305\57350_ruby_haikai_taiyo.txt(15,4): ※［＃「さんずい＋號」の「号」に代えて「将のつくり」、46-15］
・000305\57350_ruby_haikai_taiyo.txt(357,240): ※［＃「さんずい＋號」の「号」に代えて「将のつくり」、46-15］
・000307\56896_ruby_yarigatake_kitakamaone.txt(13,4): ※［＃△／‥、252-11］
・000307\56896_ruby_yarigatake_kitakamaone.txt(52,254): ※［＃△／‥、252-11］
・000307\56896_ruby_yarigatake_kitakamaone.txt(65,7): ※［＃△／‥、253-9］
・000307\56896_ruby_yarigatake_kitakamaone.txt(66,19): ※［＃△／‥、253-10］
・000307\56896_ruby_yarigatake_kitakamaone.txt(76,60): ※［＃△／‥、254-5］
・000307\56896_ruby_yarigatake_kitakamaone.txt(81,119): ※［＃△／‥、254-12］
・000307\56896_ruby_yarigatake_kitakamaone.txt(84,95): ※［＃△／‥、255-3］
・000307\56896_ruby_yarigatake_kitakamaone.txt(87,2): ※［＃△／‥、255-7］
・000307\56896_ruby_yarigatake_kitakamaone.txt(87,74): ※［＃△／‥、255-8］
・000307\56896_ruby_yarigatake_kitakamaone.txt(122,19): ※［＃○／‥、257-6］
・000307\56896_ruby_yarigatake_kitakamaone.txt(122,108): ※［＃○／‥、257-7］
・000307\56896_ruby_yarigatake_kitakamaone.txt(129,22): ※［＃○／‥、257-14］
・000307\56896_ruby_yarigatake_kitakamaone.txt(129,67): ※［＃○／‥、257-6］
・000308\46589_ruby_hikageno_machi.txt(15,4): ※［＃「やまいだれ＋発」、335-9］
・000308\46589_ruby_hikageno_machi.txt(126,22): ※［＃「やまいだれ＋発」、335-9］
・000308\46589_ruby_hikageno_machi.txt(195,323): ※［＃「やまいだれ＋発」、348-1］
・000310\1911_ruby_yukinojo_henge.txt(1544,20): ※［＃小書き片仮名ン、158-11］
・000311\15941_ruby_nishikigi.txt(15,4): ※［＃「さんずい＋因」、179-5］
・000311\15941_ruby_nishikigi.txt(337,147): ※［＃「さんずい＋因」、179-5］
・000311\15971_ruby_sunaasobibakarano_doshi.txt(22,79): ※［＃丸A大文字、122-6］
・000311\15971_ruby_sunaasobibakarano_doshi.txt(22,94): ※［＃丸B大文字、122-6］
・000311\16020_ruby_kusano_nemoto.txt(15,4): ※［＃濁点付き片仮名ア、418-18］
・000311\16020_ruby_kusano_nemoto.txt(31,32): ※［＃濁点付き片仮名ア、418-18］
・000311\1952_ruby_furuki_miniature.txt(15,5): ※［＃「金＋（祓－示）」、第3水準1-93-6、345-9］
・000311\1952_ruby_furuki_miniature.txt(184,127): ※［＃「金＋（祓－示）」、第3水準1-93-6、345-9］
・000311\1952_ruby_furuki_miniature.txt(223,19): ※［＃「奇＋攴」、第4水準2-13-65、351-7］
・000311\1952_ruby_furuki_miniature.txt(409,59): ※［＃「金＋（祓－示）」、第3水準1-93-6、375-11］
・000311\1952_ruby_furuki_miniature.txt(444,86): ※［＃「足＋（炮－火）」、読みは「あがき」、第3水準1-92-34、379-7］
・000311\1952_ruby_furuki_miniature.txt(446,33): ※［＃「金＋（祓－示）」、第3水準1-93-6、379-14］
・000311\1952_ruby_furuki_miniature.txt(456,53): ※［＃「足＋（炮－火）」、第3水準1-92-34、381-6］
・000311\1952_ruby_furuki_miniature.txt(614,438): ※［＃「足＋宛」、第3水準1-92-36、406-16］
・000311\1956_ruby_kosijimano_mofu.txt(29,141): ※［＃「足へん＋（炮－火）」、第3水準1-92-34、502-11］
・000311\1982_ruby_pimkin_dekashita.txt(12,4): ※［＃「奚＋隹」、第3水準1-93-66、読みは「にわとり」、245-6］
・000311\1982_ruby_pimkin_dekashita.txt(50,30): ※［＃「奚＋隹」、第3水準1-93-66、読みは「にわとり」、245-6］
・000311\1982_ruby_pimkin_dekashita.txt(297,37): ※［＃「奚＋隹」、第3水準1-93-66、262-19］
・000311\1986_ruby_kokukoku.txt(605,9): ※［＃「貝＋藏」、429-14］
・000311\1997_ruby_tsukiji_kasi.txt(15,4): ※［＃「てへん＋毟」、第4水準2-78-12、225］
・000311\1997_ruby_tsukiji_kasi.txt(20,75): ※［＃「てへん＋毟」、第4水準2-78-12、225］
・000311\2000_ruby_sonotoshi.txt(204,29): ※［＃「木＋垂」、第3水準1-85-77、280-15］
・000311\2005_ruby_sangatsuno_daiyon.txt(15,4): ※［＃「女＋尾」、第3水準1-15-81、384-11］
・000311\2005_ruby_sangatsuno_daiyon.txt(103,54): ※［＃「餒」の「女」の代わりに「臼」、第4水準2-92-68、読みは「あん」、370-9］
・000311\2005_ruby_sangatsuno_daiyon.txt(271,25): ※［＃「女＋尾」、第3水準1-15-81、384-11］
・000311\2005_ruby_sangatsuno_daiyon.txt(281,65): ※［＃「てへん＋宛」、第3水準1-84-80、読みは「もぎ」「ねじ」、385-4］
・000311\2005_ruby_sangatsuno_daiyon.txt(375,30): ※［＃「需＋頁」、第3水準1-94-6、392-16］
・000311\2006_ruby_mukashino_kaji.txt(12,4): ※［＃「口＋愛」、第3水準1-15-23、397-13］
・000311\2006_ruby_mukashino_kaji.txt(19,220): ※［＃「口＋愛」、第3水準1-15-23、397-13］
・000311\2007_ruby_yoruno_wakaba.txt(12,4): ※［＃「需＋頁」、第3水準1-94-6、421-1］
・000311\2007_ruby_yoruno_wakaba.txt(139,139): ※［＃「需＋頁」、第3水準1-94-6、421-1］
・000311\2012_ruby_dohyo.txt(8425,168): ※［＃「卍」を左右反転したもの、348-1］
・000311\2016_ruby_shibuyakenoshiso.txt(15,4): ※［＃「足へん＋宛」、第3水準1-92-36、74-3］
・000311\2016_ruby_shibuyakenoshiso.txt(592,153): ※［＃「足へん＋宛」、第3水準1-92-36、74-3］
・000311\2022_ruby_tasogare.txt(12,4): ※［＃「てへん＋毟」、第4水準2-78-12、257-18］
・000311\2022_ruby_tasogare.txt(179,4): ※［＃「てへん＋毟」、第4水準2-78-12、257-18］
・000311\2026_ruby_hiwa_kagayakeri.txt(33,125): ※［＃「うかんむり／婁」、101-1］
・000311\2026_ruby_hiwa_kagayakeri.txt(64,65): ※［＃「うかんむり／婁」、106-14］
・000311\2026_ruby_hiwa_kagayakeri.txt(514,35): ※［＃「うかんむり／婁」、179-7］
・000311\2026_ruby_hiwa_kagayakeri.txt(718,5): ※［＃「うかんむり／婁」、202-18］
・000311\2031_ruby_saburoji.txt(14,5): ※［＃「口＋它」、読みは「た」、第3水準1-14-88、362-16］
・000311\2031_ruby_saburoji.txt(249,21): ※［＃「※」は「口＋它」、読みは「た」、第3水準1-14-88、362-16］
・000311\2032_ruby_koropokkuru.txt(188,46): ※［＃「てへん＋宛」、第3水準1-84-80、389-12］
・000311\2033_ruby_tsugarunomushinosu.txt(15,4): ※［＃「（諂－言）＋炎」、読みは「ほのお」、第3水準1-87-64、412-4］
・000311\2033_ruby_tsugarunomushinosu.txt(81,106): ※［＃「（諂－言）＋炎」、読みは「ほのお」、第3水準1-87-64、412-4］
・000311\2033_ruby_tsugarunomushinosu.txt(83,7): ※［＃「（諂－言）＋炎」、第3水準1-87-64、412-8］
・000311\2033_ruby_tsugarunomushinosu.txt(83,84): ※［＃「（諂－言）＋炎」、第3水準1-87-64、412-8］
・000311\2033_ruby_tsugarunomushinosu.txt(85,33): ※［＃「（諂－言）＋炎」、第3水準1-87-64、412-13］
・000311\2033_ruby_tsugarunomushinosu.txt(89,21): ※［＃「王＋干」、第3水準1-87-83、412-19］
・000311\2035_ruby_utusukushikitukiyo.txt(93,6): ※［＃「需＋頁」、第3水準1-94-6、440-11］
・000311\2856_ruby_sakkaeno_kadai.txt(13,4): ※［＃「◯」の中に「金」、屋号を示す記号、187-14］
・000311\2856_ruby_sakkaeno_kadai.txt(27,80): ※［＃「◯」の中に「金」、屋号を示す記号、187-14］
・000311\2856_ruby_sakkaeno_kadai.txt(27,123): ※［＃「仝」の「工」に代えて「二」、屋号を示す記号、187-15］
・000311\3149_ruby_rodosha_nominno_kokka.txt(13,4): ※［＃「女＋保」、読みは「ほ」、493-14］
・000311\3149_ruby_rodosha_nominno_kokka.txt(34,465): ※［＃「女＋保」、読みは「ほ」、493-14］
・000311\3158_ruby_hanano_tayori.txt(12,5): ※［＃「りっしんべん＋發」、読みは「はつ」、570-16］
・000311\3158_ruby_hanano_tayori.txt(15,149): ※［＃「りっしんべん＋發」、読みは「はつ」、570-16］
・000311\33185_ruby_03gokuchueno_tegami1936.txt(60,28): ※［＃「汾」の「刀」に代えて「一／刀」、60-15］
・000311\33186_ruby_04gokuchueno_tegami1937.txt(927,9): ※［＃丸A、261-9］
・000311\33186_ruby_04gokuchueno_tegami1937.txt(931,175): ※［＃丸B、261-14］
・000311\33186_ruby_04gokuchueno_tegami1937.txt(935,170): ※［＃丸C、262-5］
・000311\33186_ruby_04gokuchueno_tegami1937.txt(939,175): ※［＃丸E、262-10］
・000311\33186_ruby_04gokuchueno_tegami1937.txt(939,192): ※［＃丸E、262-11］
・000311\33186_ruby_04gokuchueno_tegami1937.txt(941,33): ※［＃「てへん＋臣」、262-12］
・000311\33188_ruby_06gokuchueno_tegami1939.txt(66,100): ※［＃丸い（○の中に「い」）、16-2］
・000311\33188_ruby_06gokuchueno_tegami1939.txt(2250,5): ※［＃丸付き日、432-3］
・000311\33188_ruby_06gokuchueno_tegami1939.txt(2403,6): ※［＃丸四］
・000311\33188_ruby_06gokuchueno_tegami1939.txt(2404,6): ※［＃丸五］
・000311\33189_ruby_07gokuchueno_tegami1940.txt(2094,186): ※［＃小書き濁点付き片仮名カ、21巻-232-12］
・000311\33190_ruby_08gokuchueno_tegami1941.txt(998,2): ※［＃丸公、427-6］
・000311\33190_ruby_08gokuchueno_tegami1941.txt(999,2): ※［＃丸協、427-7］
・000311\33192_ruby_10gokuchueno_tegami1943.txt(24,62): ※［＃濁点付き小書き片仮名カ、7-4］
・000311\33192_ruby_10gokuchueno_tegami1943.txt(29,120): ※［＃濁点付き小書き片仮名カ、7-15］
・000311\33192_ruby_10gokuchueno_tegami1943.txt(297,88): ※［＃濁点付き小書き片仮名カ、44-5］
・000311\33193_ruby_11gokuchueno_tegami1944.txt(761,403): ※［＃濁点付き小書き片仮名カ、442-6］
・000311\33193_ruby_11gokuchueno_tegami1944.txt(857,40): ※［＃丸付き通、464-13］
・000311\33194_ruby_12gokuchueno_tegami1945.txt(49,3): ※［＃濁点付き小書き片仮名カ、517-17］
・000311\33194_ruby_12gokuchueno_tegami1945.txt(51,216): ※［＃濁点付き小書き片仮名カ、518-16］
・000311\33194_ruby_12gokuchueno_tegami1945.txt(81,228): ※［＃「恙／虫」、527-5］
・000311\33194_ruby_12gokuchueno_tegami1945.txt(667,224): ※［＃「斬／手」、647-13］
・000311\33194_ruby_12gokuchueno_tegami1945.txt(692,75): ※［＃濁点付き小書き片仮名カ、652-15］
・000311\3451_txt_gokaban.txt(9,7): ※［＃丸付き公、109-18］
・000311\3451_txt_gokaban.txt(15,5): ※［＃丸付き公、109-18］
・000311\3451_txt_gokaban.txt(16,198): ※［＃丸付き公、110-7］
・000311\3845_ruby_somatsuna_hanataba.txt(11,4): ※［＃「うかんむり＋婁」、読みは「やつ」、193-3］
・000311\3845_ruby_somatsuna_hanataba.txt(24,45): ※［＃「うかんむり＋婁」、読みは「やつ」、193-3］
・000311\3968_txt_saisai_kore.txt(14,154): ※［＃「※」は「金へん＋床」、読みは「とこ」、564-18］
・000311\4000_ruby_jidaito_hitobito.txt(45,117): ※［＃「※」は「足へん＋宛」、第3水準1-92-36、654-1］
・000311\4135_txt_kaisetsu_fuchiso.txt(9,4): ※［＃「女＋保」、70-5］
・000311\4135_txt_kaisetsu_fuchiso.txt(34,315): ※［＃「女＋保」、70-5］
・000311\4135_txt_kaisetsu_fuchiso.txt(34,665): ※［＃「女＋保」、70-13］
・000311\4135_txt_kaisetsu_fuchiso.txt(34,857): ※［＃「女＋保」、70-17］
・000311\4135_txt_kaisetsu_fuchiso.txt(50,147): ※［＃「女＋保」、76-1］
・000311\4160_ruby_4160c_sensei.txt(15,4): ※［＃「木＋窄」、読みは「しめ」、163-4］
・000311\4160_ruby_4160c_sensei.txt(239,207): ※［＃「木＋窄」、読みは「しめ」、163-4］
・000311\4207_ruby_42071927_8gatsu.txt(12,4): ※［＃「Ｙ＋Ｙ」、495-13］
・000311\4207_ruby_42071927_8gatsu.txt(20,2): ※［＃「Ｙ＋Ｙ」、495-13］
・000311\4207_ruby_42071927_8gatsu.txt(42,4): ※［＃「Ｙ＋Ｙ」、497-1］
・000311\4207_ruby_42071927_8gatsu.txt(42,73): ※［＃「Ｙ＋Ｙ」、497-2］
・000311\4207_ruby_42071927_8gatsu.txt(42,101): ※［＃「Ｙ＋Ｙ」、497-2］
・000311\4207_ruby_42071927_8gatsu.txt(43,2): ※［＃「Ｙ＋Ｙ」、497-6］
・000311\4207_ruby_42071927_8gatsu.txt(43,30): ※［＃「Ｙ＋Ｙ」、497-6］
・000311\4207_ruby_42071927_8gatsu.txt(45,2): ※［＃「Ｙ＋Ｙ」、497-8］
・000311\4207_ruby_42071927_8gatsu.txt(50,11): ※［＃「Ｙ＋Ｙ」、497-13］
・000311\4207_ruby_42071927_8gatsu.txt(61,2): ※［＃「Ｙ＋Ｙ」、498-2］
・000311\4207_ruby_42071927_8gatsu.txt(70,2): ※［＃「Ｙ＋Ｙ」、498-11］
・000311\4207_ruby_42071927_8gatsu.txt(71,49): ※［＃「Ｙ＋Ｙ」、498-12］
・000311\4207_ruby_42071927_8gatsu.txt(75,7): ※［＃「Ｙ＋Ｙ」、498-15］
・000311\4207_ruby_42071927_8gatsu.txt(78,9): ※［＃「Ｙ＋Ｙ」、499-2］
・000311\4207_ruby_42071927_8gatsu.txt(80,20): ※［＃「Ｙ＋Ｙ」、499-4］
・000311\4207_ruby_42071927_8gatsu.txt(81,4): ※［＃「Ｙ＋Ｙ」、499-6］
・000311\4207_ruby_42071927_8gatsu.txt(84,11): ※［＃「Ｙ＋Ｙ」、499-9］
・000311\4207_ruby_42071927_8gatsu.txt(87,4): ※［＃「Ｙ＋Ｙ」、499-11］
・000311\4207_ruby_42071927_8gatsu.txt(93,2): ※［＃「Ｙ＋Ｙ」、500-4］
・000311\4207_ruby_42071927_8gatsu.txt(95,2): ※［＃「Ｙ＋Ｙ」、500-6］
・000311\4207_ruby_42071927_8gatsu.txt(96,18): ※［＃「Ｙ＋Ｙ」、500-8］
・000311\4207_ruby_42071927_8gatsu.txt(99,2): ※［＃「Ｙ＋Ｙ」、500-11］
・000311\4207_ruby_42071927_8gatsu.txt(193,5): ※［＃「Ｙ＋Ｙ」］
・000311\4222_txt_4222sketches_for.txt(9,4): ※［＃「武」の「弋」が「戈」、583-8］
・000311\4222_txt_4222sketches_for.txt(85,4): ※［＃「武」の「弋」が「戈」、583-8］
・000311\4232_ruby_4232balzac.txt(15,4): ※［＃丸A大文字、613-18］
・000311\4232_ruby_4232balzac.txt(56,1): ※［＃丸A大文字、613-18］
・000311\4232_ruby_4232balzac.txt(62,1): ※［＃丸B大文字、614-2］
・000311\4235_txt_4235ofuku_cho.txt(9,4): ※［＃丸B大文字、622-7］
・000311\4235_txt_4235ofuku_cho.txt(19,1): ※［＃丸B大文字、622-7］
・000311\4235_txt_4235ofuku_cho.txt(23,1): ※［＃丸C大文字、622-7］
・000311\4235_txt_4235ofuku_cho.txt(25,1): ※［＃丸D大文字、622-7］
・000311\4235_txt_4235ofuku_cho.txt(89,1): ※［＃丸A大文字、626-11］
・000311\4235_txt_4235ofuku_cho.txt(90,1): ※［＃丸B大文字、626-12］
・000311\4235_txt_4235ofuku_cho.txt(91,1): ※［＃丸C大文字、626-13］
・000311\4240_txt_4240haibokuno_bigaku.txt(34,2): ※［＃丸漢数字五、646-2］
・000311\46237_ruby_04nikki1917.txt(271,10): ※［＃丸正、屋号を示す記号、254-13］
・000311\46242_ruby_09nikki1923.txt(413,18): ※［＃感嘆符三つ、653-3］
・000311\46243_ruby_10nikki1924.txt(428,98): ※［＃「りっしんべん＋巧」、760-2］
・000311\46244_ruby_12nikki1926.txt(124,67): ※［＃丸井、90-2］
・000311\46246_ruby_14nikki1928.txt(787,252): ※［＃感嘆符三つ、290-5］
・000311\46248_ruby_16nikki1930.txt(1329,3): ※［＃感嘆符三つ、574-4］
・000311\46251_ruby_20nikki1936.txt(479,10): ※［＃丸公、694-12］
・000311\46251_ruby_20nikki1936.txt(479,44): ※［＃○＜〒、694-12］
・000311\46257_ruby_27nikki1944.txt(16,4): ※［＃小書き片仮名ガ、48-19］
・000311\46257_ruby_27nikki1944.txt(47,20): ※［＃小書き片仮名ガ、48-19］
・000311\46257_ruby_27nikki1944.txt(1349,14): ※［＃丸公、134-15］
・000311\46257_ruby_27nikki1944.txt(1501,2): ※［＃丸通、143-8］
・000311\4834_ruby_17kangeki_nikki1929_1930.txt(406,40): ※［＃ローマ数字16、623-16］
・000311\7924_ruby_fuyuno_umi.txt(12,4): ※［＃小書き片仮名ガ、414-12］
・000311\7924_ruby_fuyuno_umi.txt(21,5): ※［＃小書き片仮名ガ、414-12］
・000311\7927_ruby_oinarumono.txt(15,4): ※［＃「さんずい＋因」、424-3］
・000311\7927_ruby_oinarumono.txt(41,60): ※［＃「さんずい＋因」、424-3］
・000317\2691_ruby_wanao_tobikoeru.txt(15,4): ※［＃「口＋盧」、461-上-6］
・000317\2691_ruby_wanao_tobikoeru.txt(23,57): ※［＃「口＋盧」、461-上-6］
・000320\2168_ruby_pariyori.txt(61,2): ※［＃濁点付き井、11-4］
・000320\2168_ruby_pariyori.txt(82,468): ※［＃濁点付き井、24-10］
・000320\2168_ruby_pariyori.txt(100,104): ※［＃濁点付き井、33-5］
・000320\2168_ruby_pariyori.txt(343,37): ※［＃濁点付き井、156-8］
・000320\2168_ruby_pariyori.txt(356,274): ※［＃濁点付き井、166-6］
